id;value;award_date;student_id;subject_id;teacher_id
160;E;2024-02-17;17;25;1
161;O;2024-06-15;17;25;1
162;P;2024-05-30;17;25;1
163;E;2024-06-01;17;25;1
164;P;2023-11-10;793;17;33
165;D;2023-10-22;397;17;33
166;A;2024-04-17;397;17;33
167;E;2024-05-18;397;17;33
168;E;2023-12-11;397;17;33
169;A;2024-03-01;162;34;11
170;P;2023-10-14;162;34;11
171;A;2023-12-12;162;34;11
172;E;2024-04-17;162;34;11
173;E;2024-06-22;181;47;88
174;A;2023-12-16;181;47;88
175;E;2023-11-11;181;47;88
176;P;2024-06-20;591;31;8
177;E;2023-09-04;591;31;8
178;A;2024-05-16;591;31;8
179;A;2024-05-25;583;27;104
180;P;2023-10-28;165;39;41
181;A;2024-05-03;165;39;41
182;A;2024-01-23;165;39;41
183;O;2023-11-19;165;39;41
184;E;2023-12-26;71;32;23
185;A;2024-01-03;71;32;23
186;P;2024-06-15;71;32;23
187;E;2024-03-14;71;32;23
188;A;2023-10-27;394;11;22
189;A;2023-09-28;394;11;22
190;P;2023-12-01;394;11;22
191;A;2024-02-05;394;11;22
192;E;2024-04-26;394;11;22
193;D;2024-04-17;77;75;86
194;P;2023-12-15;77;75;86
195;E;2023-12-18;77;75;86
196;O;2023-10-05;492;25;1
197;E;2023-12-09;492;25;1
198;A;2024-05-23;928;61;23
199;E;2023-12-29;928;61;23
200;E;2024-01-07;928;61;23
201;P;2024-02-09;928;61;23
202;P;2023-12-09;143;20;28
203;A;2023-12-04;143;20;28
204;E;2023-10-09;143;20;28
205;P;2023-12-05;295;5;38
206;A;2024-03-15;155;31;8
207;A;2023-11-29;155;31;8
208;O;2024-02-08;155;31;8
209;P;2024-06-24;155;31;8
210;A;2024-05-04;670;31;8
211;E;2024-05-12;670;31;8
212;A;2024-04-12;670;31;8
213;O;2023-11-01;670;31;8
214;O;2024-03-21;670;31;8
215;E;2024-03-18;576;24;44
216;O;2023-10-03;576;24;44
217;E;2023-10-18;576;24;44
218;A;2024-04-01;576;24;44
219;E;2023-12-10;576;24;44
220;A;2023-10-29;804;31;8
221;E;2023-11-30;890;71;52
222;O;2024-05-07;890;71;52
223;P;2023-12-25;890;71;52
224;E;2023-12-26;890;71;52
225;A;2024-01-31;796;27;104
226;A;2024-06-27;796;27;104
227;P;2024-05-18;796;27;104
228;E;2023-12-30;796;27;104
229;P;2023-12-16;325;33;87
230;P;2023-10-18;472;52;85
231;P;2024-03-31;766;4;12
232;E;2024-01-12;766;4;12
233;O;2024-04-17;766;4;12
234;A;2023-09-15;37;11;22
235;A;2023-10-25;586;73;42
236;P;2023-12-05;586;73;42
237;A;2024-01-17;820;11;22
238;A;2024-03-06;820;11;22
239;A;2023-11-17;820;11;22
240;A;2024-03-20;276;33;87
241;E;2024-06-29;276;33;87
242;P;2024-05-13;276;33;87
243;A;2024-01-06;885;77;0
244;E;2023-12-12;885;77;0
245;D;2024-01-05;99;71;52
246;E;2023-11-23;99;71;52
247;A;2024-06-17;99;71;52
248;A;2023-10-01;536;72;100
249;P;2024-01-24;536;72;100
250;A;2024-01-26;536;72;100
251;P;2023-10-25;536;72;100
252;E;2023-10-30;536;72;100
253;O;2023-10-05;916;64;10
254;A;2023-12-06;916;64;10
255;P;2024-03-18;916;64;10
256;A;2023-09-08;916;64;10
257;A;2023-12-11;916;64;10
258;P;2024-06-22;339;52;85
259;P;2023-09-14;339;52;85
260;E;2024-06-30;339;52;85
261;E;2023-09-28;339;52;85
262;A;2024-06-08;339;52;85
263;P;2023-12-23;57;74;70
264;P;2024-01-22;57;74;70
265;E;2023-10-25;57;74;70
266;P;2023-11-03;57;74;70
267;A;2024-02-10;63;5;38
268;P;2024-06-26;63;5;38
269;A;2024-02-01;63;5;38
270;A;2024-06-02;63;5;38
271;P;2024-01-21;63;5;38
272;P;2023-10-11;712;5;38
273;E;2023-10-08;712;5;38
274;E;2023-09-28;355;33;87
275;A;2023-11-16;355;33;87
276;A;2023-11-20;386;20;28
277;E;2023-09-21;975;6;50
278;A;2023-10-14;975;6;50
279;E;2024-05-14;975;6;50
280;P;2023-11-08;975;6;50
281;P;2024-03-09;975;6;50
282;A;2023-12-26;732;19;98
283;A;2024-05-27;880;3;51
284;O;2023-10-21;880;3;51
285;A;2024-03-28;880;3;51
286;D;2023-10-08;797;5;38
287;A;2024-03-03;797;5;38
288;E;2024-06-18;366;47;88
289;P;2023-11-22;366;47;88
290;A;2024-05-24;366;47;88
291;A;2023-11-24;263;71;52
292;E;2023-10-04;263;71;52
293;P;2023-11-05;263;71;52
294;A;2024-04-01;860;61;23
295;P;2023-12-15;860;61;23
296;E;2024-04-22;860;61;23
297;E;2024-05-30;860;61;23
298;P;2023-12-06;860;61;23
299;E;2023-11-11;464;61;23
300;P;2024-04-13;464;61;23
301;E;2024-02-24;464;61;23
302;P;2023-11-28;370;17;33
303;A;2023-11-29;370;17;33
304;A;2023-11-03;370;17;33
305;A;2023-10-30;370;17;33
306;E;2024-06-18;370;17;33
307;A;2023-11-28;205;66;82
308;A;2023-10-05;205;66;82
309;A;2023-11-24;205;66;82
310;A;2024-02-19;916;41;56
311;E;2024-02-04;916;41;56
312;A;2024-04-13;916;41;56
313;P;2024-01-17;822;34;11
314;A;2024-01-19;822;34;11
315;A;2023-11-23;613;40;101
316;P;2023-09-27;613;40;101
317;E;2024-05-18;613;40;101
318;E;2024-03-29;35;63;50
319;P;2024-04-20;35;63;50
320;E;2024-05-04;35;63;50
321;A;2024-02-28;35;63;50
322;E;2023-12-06;35;63;50
323;P;2023-10-15;5;40;101
324;E;2024-02-15;5;40;101
325;E;2023-10-21;5;40;101
326;E;2024-05-12;811;24;44
327;A;2023-10-15;811;24;44
328;A;2024-02-25;811;24;44
329;P;2023-09-17;480;41;56
330;E;2024-05-11;480;41;56
331;A;2023-11-04;480;41;56
332;E;2023-10-13;548;59;30
333;P;2023-11-16;548;59;30
334;E;2024-05-20;635;64;10
335;D;2023-11-03;635;64;10
336;E;2024-01-07;635;64;10
337;P;2023-10-31;635;64;10
338;A;2024-06-07;218;4;12
339;P;2023-11-13;218;4;12
340;E;2024-02-26;218;4;12
341;P;2024-05-22;135;6;50
342;A;2024-03-26;135;6;50
343;E;2023-11-24;135;6;50
344;A;2024-01-21;135;6;50
345;P;2024-01-10;135;6;50
346;E;2023-12-23;73;31;8
347;E;2023-12-20;73;31;8
348;E;2023-09-17;73;31;8
349;A;2023-11-05;73;31;8
350;E;2023-10-23;890;61;23
351;A;2024-02-19;890;61;23
352;D;2024-01-18;890;61;23
353;A;2023-09-02;11;56;106
354;P;2023-09-03;989;3;51
355;P;2023-11-28;989;3;51
356;E;2024-04-01;222;10;42
357;E;2024-01-13;222;10;42
358;E;2023-12-25;222;10;42
359;E;2024-05-30;222;10;42
360;P;2024-06-22;222;10;42
361;A;2024-03-02;757;25;1
362;A;2023-12-01;757;25;1
363;A;2023-12-08;757;25;1
364;E;2024-02-21;757;25;1
365;P;2024-04-14;798;63;50
366;A;2024-02-10;798;63;50
367;D;2023-10-11;798;63;50
368;D;2023-09-02;798;63;50
369;E;2023-09-28;64;67;23
370;P;2023-11-12;64;67;23
371;E;2024-04-01;64;67;23
372;A;2024-03-17;984;73;42
373;A;2023-11-22;984;73;42
374;P;2024-03-18;984;73;42
375;P;2023-09-04;55;18;107
376;A;2023-12-16;55;18;107
377;P;2023-12-26;55;18;107
378;A;2024-01-17;55;18;107
379;P;2023-12-09;739;13;23
380;A;2023-12-12;739;13;23
381;P;2023-11-21;739;13;23
382;E;2023-09-24;288;77;0
383;A;2023-12-05;288;77;0
384;A;2023-11-30;288;77;0
385;E;2023-09-24;288;77;0
386;E;2023-10-20;288;77;0
387;E;2023-12-18;148;66;82
388;P;2023-10-13;148;66;82
389;P;2023-11-23;677;38;72
390;A;2023-12-31;677;38;72
391;A;2023-11-20;677;38;72
392;A;2024-01-15;677;38;72
393;P;2023-11-18;677;38;72
394;P;2023-12-14;99;61;23
395;A;2024-02-24;99;61;23
396;A;2023-12-14;99;61;23
397;A;2024-02-26;99;61;23
398;A;2023-11-24;99;61;23
399;A;2024-01-18;536;62;68
400;A;2024-01-09;536;62;68
401;A;2024-06-25;536;62;68
402;E;2023-09-12;916;54;24
403;A;2024-03-25;225;57;9
404;O;2023-10-10;225;57;9
405;A;2024-01-28;225;57;9
406;A;2023-09-06;225;57;9
407;A;2023-10-03;225;57;9
408;P;2023-12-14;57;64;10
409;A;2023-09-15;57;64;10
410;A;2024-03-26;57;64;10
411;A;2024-04-19;68;73;42
412;E;2024-04-15;68;73;42
413;P;2024-03-14;68;73;42
414;P;2023-10-04;886;31;8
415;P;2024-06-20;886;31;8
416;A;2024-05-09;268;18;107
417;E;2024-04-11;268;18;107
418;P;2024-02-16;529;59;30
419;P;2023-10-20;529;59;30
420;A;2024-04-27;529;59;30
421;A;2023-10-10;803;33;87
422;P;2024-01-26;803;33;87
423;O;2023-10-08;803;33;87
424;E;2023-11-28;803;33;87
425;A;2023-09-30;144;68;91
426;A;2024-01-28;144;68;91
427;P;2023-11-08;144;68;91
428;A;2024-04-12;941;3;51
429;D;2024-06-22;941;3;51
430;A;2023-10-16;941;3;51
431;O;2023-09-28;941;3;51
432;O;2023-12-11;941;3;51
433;A;2023-11-16;691;57;9
434;D;2024-01-29;442;27;104
435;E;2024-03-11;442;27;104
436;E;2024-01-23;442;27;104
437;P;2023-12-28;442;27;104
438;D;2023-10-26;442;27;104
439;D;2024-06-05;765;6;50
440;D;2024-06-01;765;6;50
441;E;2024-06-12;765;6;50
442;A;2023-11-04;765;6;50
443;P;2024-06-22;765;6;50
444;A;2024-01-06;274;34;11
445;D;2023-12-16;878;63;50
446;P;2023-12-13;878;63;50
447;A;2023-10-10;609;24;44
448;A;2023-12-19;829;27;104
449;E;2023-09-13;829;27;104
450;A;2024-05-28;829;27;104
451;E;2024-04-05;506;11;22
452;A;2024-01-29;935;45;102
453;A;2023-11-14;935;45;102
454;P;2024-06-06;935;45;102
455;P;2023-10-02;935;45;102
456;O;2023-11-24;881;74;70
457;D;2023-12-04;881;74;70
458;E;2023-09-04;881;74;70
459;E;2023-10-18;881;74;70
460;P;2024-06-16;586;40;101
461;A;2024-05-04;586;40;101
462;E;2023-12-13;586;40;101
463;P;2023-12-10;586;40;101
464;A;2024-01-03;586;40;101
465;A;2024-06-21;296;58;23
466;A;2024-01-22;296;58;23
467;A;2024-01-09;296;58;23
468;P;2024-05-08;296;58;23
469;P;2023-11-10;893;48;20
470;E;2023-12-27;893;48;20
471;D;2024-01-06;893;48;20
472;P;2024-05-02;308;32;23
473;A;2024-01-04;496;3;51
474;A;2024-06-16;496;3;51
475;A;2024-03-25;496;3;51
476;A;2024-01-29;496;3;51
477;P;2024-01-29;496;3;51
478;A;2023-10-04;100;3;51
479;E;2023-09-10;100;3;51
480;A;2024-06-15;100;3;51
481;P;2023-10-17;100;3;51
482;A;2023-12-02;100;3;51
483;A;2023-10-07;536;39;41
484;A;2024-04-10;205;56;106
485;A;2024-04-06;851;51;51
486;E;2024-01-18;851;51;51
487;E;2024-03-10;851;51;51
488;A;2023-11-01;978;6;50
489;P;2024-06-29;978;6;50
490;A;2024-01-11;548;13;23
491;E;2024-03-02;548;13;23
492;P;2023-12-21;548;13;23
493;E;2024-02-16;548;13;23
494;E;2023-10-31;787;66;82
495;P;2024-05-03;787;66;82
496;A;2023-12-16;787;66;82
497;P;2024-03-07;787;66;82
498;D;2024-05-06;677;51;51
499;E;2024-02-20;677;51;51
500;A;2023-11-23;259;32;23
501;P;2024-06-05;259;32;23
502;P;2023-09-13;110;52;85
503;E;2023-09-04;604;66;82
504;P;2023-12-21;604;66;82
505;A;2024-05-02;604;66;82
506;P;2023-09-18;604;66;82
507;A;2024-01-24;604;66;82
508;P;2023-12-08;141;76;48
509;A;2023-10-16;141;76;48
510;A;2023-09-07;180;4;12
511;A;2023-10-04;180;4;12
512;A;2024-04-11;180;4;12
513;A;2023-12-23;180;4;12
514;A;2024-05-25;180;4;12
515;E;2023-11-20;125;68;91
516;A;2024-02-14;125;68;91
517;E;2024-03-30;345;71;52
518;P;2023-12-04;788;3;51
519;E;2024-02-06;788;3;51
520;P;2023-11-29;472;32;23
521;P;2023-10-11;472;32;23
522;D;2024-04-08;798;53;65
523;A;2024-03-07;798;53;65
524;O;2023-11-11;798;53;65
525;O;2024-03-31;798;53;65
526;A;2023-10-07;798;53;65
527;P;2023-10-18;159;66;82
528;E;2023-10-17;159;66;82
529;E;2024-03-11;159;66;82
530;A;2024-06-16;642;34;11
531;E;2023-09-22;642;34;11
532;A;2023-12-27;661;47;88
533;P;2023-11-09;661;47;88
534;P;2023-12-11;225;11;22
535;E;2023-09-10;225;11;22
536;A;2024-03-20;225;11;22
537;P;2024-02-12;225;11;22
538;A;2024-04-29;244;24;44
539;P;2023-11-23;244;24;44
540;A;2024-04-09;988;33;87
541;E;2023-11-17;988;33;87
542;P;2024-03-03;988;33;87
543;P;2024-04-08;729;38;72
544;A;2024-02-08;729;38;72
545;E;2023-10-30;729;38;72
546;A;2024-04-28;729;38;72
547;A;2023-12-06;729;38;72
548;D;2024-05-03;339;32;23
549;A;2024-06-25;339;32;23
550;A;2023-11-24;339;32;23
551;E;2023-09-11;339;32;23
552;P;2023-12-03;339;32;23
553;P;2024-04-01;719;24;44
554;E;2023-12-03;719;24;44
555;A;2024-01-29;719;24;44
556;O;2023-10-22;719;24;44
557;A;2023-09-10;68;63;50
558;A;2023-11-18;68;63;50
559;P;2024-05-03;68;63;50
560;P;2023-10-12;68;63;50
561;A;2024-05-17;68;63;50
562;A;2023-10-18;647;5;38
563;A;2024-02-09;647;5;38
564;A;2024-01-25;647;5;38
565;A;2024-02-06;623;56;106
566;A;2023-09-29;623;56;106
567;P;2024-06-25;623;56;106
568;D;2023-09-18;623;56;106
569;A;2023-11-05;623;56;106
570;E;2023-09-21;993;4;12
571;A;2023-11-05;993;4;12
572;E;2023-09-20;993;4;12
573;A;2024-06-03;993;4;12
574;E;2023-12-11;993;4;12
575;P;2024-06-12;784;10;42
576;D;2024-04-19;784;10;42
577;A;2024-01-31;784;10;42
578;A;2023-10-21;144;58;23
579;P;2023-12-10;532;54;24
580;E;2024-06-26;532;54;24
581;T;2023-12-20;532;54;24
582;E;2023-09-24;533;19;98
583;A;2024-04-08;533;19;98
584;D;2024-05-19;533;19;98
585;A;2024-02-19;210;3;51
586;P;2023-11-21;210;3;51
587;P;2024-01-15;210;3;51
588;P;2023-09-27;210;3;51
589;A;2024-03-15;210;3;51
590;P;2023-10-08;324;25;1
591;A;2024-03-02;324;25;1
592;P;2024-01-15;324;25;1
593;A;2023-11-12;324;25;1
594;E;2024-05-24;324;25;1
595;E;2024-03-19;574;20;28
596;A;2024-04-29;574;20;28
597;E;2024-04-17;417;73;42
598;A;2024-06-30;417;73;42
599;P;2024-06-22;417;73;42
600;P;2023-12-12;417;73;42
601;A;2024-06-02;417;73;42
602;E;2023-11-17;672;34;11
603;P;2023-11-15;672;34;11
604;E;2023-10-30;596;75;86
605;E;2023-09-23;456;64;10
606;A;2023-10-24;456;64;10
607;A;2023-10-03;456;64;10
608;P;2023-09-21;456;64;10
609;P;2023-12-06;629;72;100
610;P;2024-02-27;629;72;100
611;D;2023-11-10;629;72;100
612;A;2023-11-21;221;18;107
613;P;2023-09-09;221;18;107
614;A;2024-03-16;221;18;107
615;P;2023-10-16;221;18;107
616;A;2024-06-22;239;66;82
617;P;2024-04-02;239;66;82
618;D;2023-09-25;239;66;82
619;E;2024-05-24;197;69;54
620;E;2023-09-17;197;69;54
621;P;2023-10-19;197;69;54
622;P;2023-11-27;638;77;0
623;P;2024-02-19;638;77;0
624;P;2024-06-16;368;73;42
625;A;2024-05-02;368;73;42
626;O;2024-02-01;368;73;42
627;P;2023-09-26;236;33;87
628;E;2023-09-16;236;33;87
629;E;2023-12-28;236;33;87
630;A;2023-11-14;236;33;87
631;A;2023-10-25;940;6;50
632;A;2024-02-20;940;6;50
633;A;2023-12-27;940;6;50
634;P;2023-09-10;940;6;50
635;A;2024-02-26;729;51;51
636;P;2023-10-30;729;51;51
637;A;2023-11-04;729;51;51
638;P;2024-06-09;729;51;51
639;D;2024-05-25;594;6;50
640;E;2023-09-06;594;6;50
641;A;2023-10-20;594;6;50
642;A;2024-05-01;594;6;50
643;A;2023-10-16;486;64;10
644;A;2023-10-11;573;32;23
645;E;2024-03-02;707;32;23
646;E;2024-01-23;707;32;23
647;P;2024-02-24;707;32;23
648;D;2023-09-02;707;32;23
649;E;2024-03-11;994;62;68
650;A;2024-04-27;994;62;68
651;P;2024-06-22;994;62;68
652;D;2023-12-12;994;62;68
653;A;2024-02-28;645;57;9
654;A;2023-12-04;645;57;9
655;A;2024-02-04;645;57;9
656;E;2024-02-25;0;27;104
657;E;2023-12-30;0;27;104
658;E;2024-05-26;0;27;104
659;A;2024-01-01;0;27;104
660;A;2023-11-04;597;17;33
661;A;2023-09-21;597;17;33
662;A;2024-01-14;597;17;33
663;A;2024-06-25;597;17;33
664;P;2024-04-11;597;17;33
665;E;2024-04-18;456;41;56
666;A;2023-09-15;456;41;56
667;A;2023-10-19;456;41;56
668;P;2024-05-02;543;46;61
669;P;2024-05-24;543;46;61
670;O;2023-10-20;543;46;61
671;A;2024-02-11;543;46;61
672;E;2024-06-22;543;46;61
673;P;2023-09-07;624;34;11
674;D;2024-04-10;345;61;23
675;P;2023-10-19;23;10;42
676;A;2024-04-22;881;41;56
677;E;2024-05-25;881;41;56
678;A;2024-05-27;881;41;56
679;A;2024-02-29;881;41;56
680;D;2023-09-14;87;31;8
681;E;2024-03-14;87;31;8
682;E;2024-01-12;159;56;106
683;A;2024-01-01;159;56;106
684;A;2024-05-03;202;17;33
685;P;2024-03-22;202;17;33
686;A;2023-10-11;202;17;33
687;E;2023-09-08;202;17;33
688;D;2024-05-24;202;17;33
689;O;2023-09-01;885;47;88
690;A;2024-04-29;885;47;88
691;A;2024-03-13;937;57;9
692;E;2024-02-17;937;57;9
693;A;2024-05-18;937;57;9
694;E;2023-11-28;937;57;9
695;A;2023-11-29;352;41;56
696;A;2024-05-15;486;41;56
697;P;2023-09-28;486;41;56
698;E;2024-03-10;68;53;65
699;E;2023-12-11;68;53;65
700;P;2024-06-04;68;53;65
701;A;2024-01-06;208;33;87
702;A;2023-09-25;208;33;87
703;O;2024-01-09;208;33;87
704;P;2023-09-10;79;68;91
705;E;2024-05-16;79;68;91
706;P;2024-06-02;79;68;91
707;E;2023-12-21;79;68;91
708;P;2023-10-30;407;13;23
709;A;2023-12-18;407;13;23
710;A;2024-03-12;687;67;23
711;A;2024-05-07;687;67;23
712;A;2023-10-31;687;67;23
713;A;2023-10-11;687;67;23
714;P;2024-05-28;687;67;23
715;A;2023-10-04;899;66;82
716;E;2023-12-20;899;66;82
717;E;2023-12-21;899;66;82
718;A;2024-06-10;899;66;82
719;A;2024-03-11;469;73;42
720;P;2024-06-01;469;73;42
721;A;2024-01-18;469;73;42
722;A;2024-06-08;494;17;33
723;A;2024-03-23;494;17;33
724;O;2023-11-01;494;17;33
725;A;2023-09-29;494;17;33
726;O;2023-09-23;881;54;24
727;E;2023-09-05;881;54;24
728;A;2023-09-17;881;54;24
729;E;2024-01-17;881;54;24
730;E;2024-04-05;996;4;12
731;A;2023-09-23;996;4;12
732;D;2024-06-10;996;4;12
733;A;2024-01-27;996;4;12
734;E;2024-02-12;714;26;96
735;P;2023-11-22;714;26;96
736;A;2024-02-27;714;26;96
737;A;2024-04-27;714;26;96
738;A;2024-01-10;714;26;96
739;E;2024-03-18;295;73;42
740;E;2023-12-14;295;73;42
741;A;2024-04-02;295;73;42
742;P;2023-12-01;295;73;42
743;A;2023-12-22;787;10;42
744;P;2023-12-08;787;10;42
745;A;2024-03-24;851;31;8
746;P;2024-05-13;851;31;8
747;P;2024-04-06;851;31;8
748;D;2023-12-11;851;31;8
749;E;2024-05-15;426;4;12
750;A;2024-01-29;426;4;12
751;A;2024-03-30;426;4;12
752;A;2024-04-03;426;4;12
753;E;2023-09-04;426;4;12
754;A;2023-09-09;808;69;54
755;P;2023-12-20;808;69;54
756;A;2023-10-04;808;69;54
757;A;2024-06-17;808;69;54
758;A;2023-09-30;808;69;54
759;A;2023-09-09;882;18;107
760;A;2023-12-30;882;18;107
761;O;2024-05-15;882;18;107
762;E;2024-02-12;882;18;107
763;P;2023-12-19;49;17;33
764;A;2024-04-05;109;68;91
765;E;2024-05-01;109;68;91
766;A;2024-03-05;109;68;91
767;E;2024-05-12;766;72;100
768;E;2024-01-23;766;72;100
769;O;2024-03-03;766;72;100
770;P;2024-02-20;766;72;100
771;P;2024-05-17;120;77;0
772;A;2023-09-08;120;77;0
773;E;2024-04-06;604;10;42
774;A;2023-10-03;604;10;42
775;E;2023-12-04;604;10;42
776;A;2023-11-20;26;33;87
777;P;2023-11-06;26;33;87
778;A;2024-01-03;26;33;87
779;A;2023-12-15;26;33;87
780;A;2023-09-11;125;12;106
781;P;2023-12-21;125;12;106
782;A;2023-12-13;486;54;24
783;D;2024-05-03;486;54;24
784;A;2023-09-02;486;54;24
785;D;2023-12-29;405;66;82
786;P;2024-02-11;405;66;82
787;A;2024-04-30;405;66;82
788;O;2024-03-27;110;32;23
789;D;2023-12-12;110;32;23
790;A;2024-01-22;110;32;23
791;E;2023-11-11;110;32;23
792;P;2024-06-12;110;32;23
793;E;2023-11-20;994;52;85
794;A;2024-01-23;994;52;85
795;A;2024-05-18;994;52;85
796;A;2023-09-22;994;52;85
797;E;2023-12-24;417;40;101
798;A;2024-01-02;227;59;30
799;P;2023-11-28;227;59;30
800;D;2024-03-29;227;59;30
801;A;2023-12-22;227;59;30
802;P;2024-04-11;227;59;30
803;E;2024-02-18;293;4;12
804;E;2024-01-25;293;4;12
805;A;2023-12-11;293;4;12
806;P;2024-01-27;535;32;23
807;A;2024-02-18;535;32;23
808;D;2024-06-01;535;32;23
809;P;2023-09-20;535;32;23
810;E;2023-12-25;535;32;23
811;P;2023-10-20;723;3;51
812;E;2024-05-10;723;3;51
813;P;2023-10-16;723;3;51
814;E;2023-11-24;723;3;51
815;E;2023-09-11;63;73;42
816;P;2023-09-23;292;45;102
817;P;2024-05-05;292;45;102
818;A;2024-01-11;292;45;102
819;P;2024-05-08;292;45;102
