student_id;subject_id
1009;21
1009;28
1009;35
1009;42
1009;49
1011;0
1011;7
1011;14
1011;21
1011;28
1011;35
1011;42
1011;49
1014;0
1014;7
1014;14
1014;21
1014;28
1014;35
1014;42
1014;49
1015;0
1015;7
1015;14
1015;21
1015;28
1015;35
1015;42
1015;49
1019;0
1019;7
1019;14
1019;21
1019;28
1019;35
1019;42
1019;49
1021;0
1021;7
1021;14
1021;21
1021;28
1021;35
1021;42
1021;49
1035;0
1035;7
1035;14
1035;21
1035;28
1035;35
1035;42
1035;49
1040;0
1040;7
1040;14
1040;21
1040;28
1040;35
1040;42
1040;49
1044;0
1044;7
1044;14
1044;21
1044;28
1044;35
1044;42
1044;49
1046;0
1046;7
1046;14
1046;21
1046;28
1046;35
1046;42
1046;49
1048;0
1048;7
1048;14
1048;21
1048;28
1048;35
1048;42
1048;49
1052;0
1052;7
1052;14
1052;21
1052;28
1052;35
1052;42
1052;49
1057;0
1057;7
1057;14
1057;21
1057;28
1057;35
1057;42
1057;49
1059;0
1059;7
1059;14
1059;21
1059;28
1059;35
1059;42
1059;49
1062;0
1062;7
1062;14
1062;21
1062;28
1062;35
1062;42
1062;49
1071;0
1071;7
1071;14
1071;21
1071;28
1071;35
1071;42
1071;49
1081;0
1081;7
1081;14
1081;21
1081;28
1081;35
1081;42
1081;49
1085;0
1085;7
1085;14
1085;21
1085;28
1085;35
1085;42
1085;49
1089;0
1089;7
1089;14
1089;21
1089;28
1089;35
1089;42
1089;49
1106;0
1106;7
1106;14
1106;21
1106;28
1106;35
1106;42
1106;49
1113;0
1113;7
1113;14
1113;21
1113;28
1113;35
1113;42
1113;49
1122;0
1122;7
1122;14
1122;21
1122;28
1122;35
1122;42
1122;49
1126;0
1126;7
1126;14
1126;21
1126;28
1126;35
1126;42
1126;49
1128;0
1128;7
1128;14
1128;21
1128;28
1128;35
1128;42
1128;49
1130;0
1130;7
1130;14
1130;21
1130;28
1130;35
1130;42
1130;49
1133;0
1133;7
1133;14
1133;21
1133;28
1133;35
1133;42
1133;49
1144;0
1144;7
1144;14
1144;21
1144;28
1144;35
1144;42
1144;49
1168;0
1168;7
1168;14
1168;21
1168;28
1168;35
1168;42
1168;49
1183;0
1183;7
1183;14
1183;21
1183;28
1183;35
1183;42
1183;49
1190;0
1190;7
1190;14
1190;21
1190;28
1190;35
1190;42
1190;49
1193;0
1193;7
1193;14
1193;21
1193;28
1193;35
1193;42
1193;49
1198;0
1198;7
1198;14
1198;21
1198;28
1198;35
1198;42
1198;49
1201;0
1201;7
1201;14
1201;21
1201;28
1201;35
1201;42
1201;49
1202;0
1202;7
1202;14
1202;21
1202;28
1202;35
1202;42
1202;49
1207;0
1207;7
1207;14
1207;21
1207;28
1207;35
1207;42
1207;49
1224;0
1224;7
1224;14
1224;21
1224;28
1224;35
1224;42
1224;49
1234;0
1234;7
1234;14
1234;21
1234;28
1234;35
1234;42
1234;49
1241;0
1241;7
1241;14
1241;21
1241;28
1241;35
1241;42
1241;49
1249;0
1249;7
1249;14
1249;21
1249;28
1249;35
1249;42
1249;49
1257;0
1257;7
1257;14
1257;21
1257;28
1257;35
1257;42
1257;49
1260;0
1260;7
1260;14
1260;21
1260;28
1260;35
1260;42
1260;49
1270;0
1270;7
1270;14
1270;21
1270;28
1270;35
1270;42
1270;49
1275;0
1275;7
1275;14
1275;21
1275;28
1275;35
1275;42
1275;49
1276;0
1276;7
1276;14
1276;21
1276;28
1276;35
1276;42
1276;49
1279;0
1279;7
1279;14
1279;21
1279;28
1279;35
1279;42
1279;49
1281;0
1281;7
1281;14
1281;21
1281;28
1281;35
1281;42
1281;49
1283;0
1283;7
1283;14
1283;21
1283;28
1283;35
1283;42
1283;49
1284;0
1284;7
1284;14
1284;21
1284;28
1284;35
1284;42
1284;49
1289;0
1289;7
1289;14
1289;21
1289;28
1289;35
1289;42
1289;49
1291;0
1291;7
1291;14
1291;21
1291;28
1291;35
1291;42
1291;49
1297;0
1297;7
1297;14
1297;21
1297;28
1297;35
1297;42
1297;49
1314;0
1314;7
1314;14
1314;21
1314;28
1314;35
1314;42
1314;49
1317;0
1317;7
1317;14
1317;21
1317;28
1317;35
1317;42
1317;49
1338;0
1338;7
1338;14
1338;21
1338;28
1338;35
1338;42
1338;49
1354;0
1354;7
1354;14
1354;21
1354;28
1354;35
1354;42
1354;49
1355;0
1355;7
1355;14
1355;21
1355;28
1355;35
1355;42
1355;49
1356;0
1356;7
1356;14
1356;21
1356;28
1356;35
1356;42
1356;49
1362;0
1362;7
1362;14
1362;21
1362;28
1362;35
1362;42
1362;49
1363;0
1363;7
1363;14
1363;21
1363;28
1363;35
1363;42
1363;49
1365;0
1365;7
1365;14
1365;21
1365;28
1365;35
1365;42
1365;49
1371;0
1371;7
1371;14
1371;21
1371;28
1371;35
1371;42
1371;49
1372;0
1372;7
1372;14
1372;21
1372;28
1372;35
1372;42
1372;49
1377;0
1377;7
1377;14
1377;21
1377;28
1377;35
1377;42
1377;49
1383;0
1383;7
1383;14
1383;21
1383;28
1383;35
1383;42
1383;49
1388;0
1388;7
1388;14
1388;21
1388;28
1388;35
1388;42
1388;49
1413;0
1413;7
1413;14
1413;21
1413;28
1413;35
1413;42
1413;49
1415;0
1415;7
1415;14
1415;21
1415;28
1415;35
1415;42
1415;49
1421;0
1421;7
1421;14
1421;21
1421;28
1421;35
1421;42
1421;49
1430;0
1430;7
1430;14
1430;21
1430;28
1430;35
1430;42
1430;49
1435;0
1435;7
1435;14
1435;21
1435;28
1435;35
1435;42
1435;49
1436;0
1436;7
1436;14
1436;21
1436;28
1436;35
1436;42
1436;49
1438;0
1438;7
1438;14
1438;21
1438;28
1438;35
1438;42
1438;49
1439;0
1439;7
1439;14
1439;21
1439;28
1439;35
1439;42
1439;49
1443;0
1443;7
1443;14
1443;21
1443;28
1443;35
1443;42
1443;49
1447;0
1447;7
1447;14
1447;21
1447;28
1447;35
1447;42
1447;49
1457;0
1457;7
1457;14
1457;21
1457;28
1457;35
1457;42
1457;49
1460;0
1460;7
1460;14
1460;21
1460;28
1460;35
1460;42
1460;49
1464;0
1464;7
1464;14
1464;21
1464;28
1464;35
1464;42
1464;49
1493;0
1493;7
1493;14
1493;21
1493;28
1493;35
1493;42
1493;49
1517;0
1517;7
1517;14
1517;21
1517;28
1517;35
1517;42
1517;49
1520;0
1520;7
1520;14
1520;21
1520;28
1520;35
1520;42
1520;49
1522;0
1522;7
1522;14
1522;21
1522;28
1522;35
1522;42
1522;49
1529;0
1529;7
1529;14
1529;21
1529;28
1529;35
1529;42
1529;49
1544;0
1544;7
1544;14
1544;21
1544;28
1544;35
1544;42
1544;49
1545;0
1545;7
1545;14
1545;21
1545;28
1545;35
1545;42
1545;49
1565;0
1565;7
1565;14
1565;21
1565;28
1565;35
1565;42
1565;49
1603;0
1603;7
1603;14
1603;21
1603;28
1603;35
1603;42
1603;49
1613;0
1613;7
1613;14
1613;21
1613;28
1613;35
1613;42
1613;49
1614;0
1614;7
1614;14
1614;21
1614;28
1614;35
1614;42
1614;49
1631;0
1631;7
1631;14
1631;21
1631;28
1631;35
1631;42
1631;49
1634;0
1634;7
1634;14
1634;21
1634;28
1634;35
1634;42
1634;49
1636;0
1636;7
1636;14
1636;21
1636;28
1636;35
1636;42
1636;49
1645;0
1645;7
1645;14
1645;21
1645;28
1645;35
1645;42
1645;49
1646;0
1646;7
1646;14
1646;21
1646;28
1646;35
1646;42
1646;49
1647;0
1647;7
1647;14
1647;21
1647;28
1647;35
1647;42
1647;49
1671;0
1671;7
1671;14
1671;21
1671;28
1671;35
1671;42
1671;49
1673;0
1673;7
1673;14
1673;21
1673;28
1673;35
1673;42
1673;49
1692;0
1692;7
1692;14
1692;21
1692;28
1692;35
1692;42
1692;49
1699;0
1699;7
1699;14
1699;21
1699;28
1699;35
1699;42
1699;49
1701;0
1701;7
1701;14
1701;21
1701;28
1701;35
1701;42
1701;49
1706;0
1706;7
1706;14
1706;21
1706;28
1706;35
1706;42
1706;49
1710;0
1710;7
1710;14
1710;21
1710;28
1710;35
1710;42
1710;49
1730;0
1730;7
1730;14
1730;21
1730;28
1730;35
1730;42
1730;49
1735;0
1735;7
1735;14
1735;21
1735;28
1735;35
1735;42
1735;49
1744;0
1744;7
1744;14
1744;21
1744;28
1744;35
1744;42
1744;49
1745;0
1745;7
1745;14
1745;21
1745;28
1745;35
1745;42
1745;49
1746;0
1746;7
1746;14
1746;21
1746;28
1746;35
1746;42
1746;49
1748;0
1748;7
1748;14
1748;21
1748;28
1748;35
1748;42
1748;49
1750;0
1750;7
1750;14
1750;21
1750;28
1750;35
1750;42
1750;49
1752;0
1752;7
1752;14
1752;21
1752;28
1752;35
1752;42
1752;49
1757;0
1757;7
1757;14
1757;21
1757;28
1757;35
1757;42
1757;49
1760;0
1760;7
1760;14
1760;21
1760;28
1760;35
1760;42
1760;49
1763;0
1763;7
1763;14
1763;21
1763;28
1763;35
1763;42
1763;49
1764;0
1764;7
1764;14
1764;21
1764;28
1764;35
1764;42
1764;49
1765;0
1765;7
1765;14
1765;21
1765;28
1765;35
1765;42
1765;49
1778;0
1778;7
1778;14
1778;21
1778;28
1778;35
1778;42
1778;49
1779;0
1779;7
1779;14
1779;21
1779;28
1779;35
1779;42
1779;49
1792;0
1792;7
1792;14
1792;21
1792;28
1792;35
1792;42
1792;49
1799;0
1799;7
1799;14
1799;21
1799;28
1799;35
1799;42
1799;49
1800;0
1800;7
1800;14
1800;21
1800;28
1800;35
1800;42
1800;49
1801;0
1801;7
1801;14
1801;21
1801;28
1801;35
1801;42
1801;49
1809;0
1809;7
1809;14
1809;21
1809;28
1809;35
1809;42
1809;49
1820;0
1820;7
1820;14
1820;21
1820;28
1820;35
1820;42
1820;49
1827;0
1827;7
1827;14
1827;21
1827;28
1827;35
1827;42
1827;49
1828;0
1828;7
1828;14
1828;21
1828;28
1828;35
1828;42
1828;49
1832;0
1832;7
1832;14
1832;21
1832;28
1832;35
1832;42
1832;49
1863;0
1863;7
1863;14
1863;21
1863;28
1863;35
1863;42
1863;49
1877;0
1877;7
1877;14
1877;21
1877;28
1877;35
1877;42
1877;49
1888;0
1888;7
1888;14
1888;21
1888;28
1888;35
1888;42
1888;49
1889;0
1889;7
1889;14
1889;21
1889;28
1889;35
1889;42
1889;49
1892;0
1892;7
1892;14
1892;21
1892;28
1892;35
1892;42
1892;49
1901;0
1901;7
1901;14
1901;21
1901;28
1901;35
1901;42
1901;49
1905;0
1905;7
1905;14
1905;21
1905;28
1905;35
1905;42
1905;49
1917;0
1917;7
1917;14
1917;21
1917;28
1917;35
1917;42
1917;49
1923;0
1923;7
1923;14
1923;21
1923;28
1923;35
1923;42
1923;49
1925;0
1925;7
1925;14
1925;21
1925;28
1925;35
1925;42
1925;49
1935;0
1935;7
1935;14
1935;21
1935;28
1935;35
1935;42
1935;49
1940;0
1940;7
1940;14
1940;21
1940;28
1940;35
1940;42
1940;49
1952;0
1952;7
1952;14
1952;21
1952;28
1952;35
1952;42
1952;49
1961;0
1961;7
1961;14
1961;21
1961;28
1961;35
1961;42
1961;49
1964;0
1964;7
1964;14
1964;21
1964;28
1964;35
1964;42
1964;49
1970;0
1970;7
1970;14
1970;21
1970;28
1970;35
1970;42
1970;49
1975;0
1975;7
1975;14
1975;21
1975;28
1975;35
1975;42
1975;49
1979;0
1979;7
1979;14
1979;21
1979;28
1979;35
1979;42
1979;49
1989;0
1989;7
1989;14
1989;21
1989;28
1989;35
1989;42
1989;49
2003;0
2003;7
2003;14
2003;21
2003;28
2003;35
2003;42
2003;49
2007;0
2007;7
2007;14
2007;21
2007;28
2007;35
2007;42
2007;49
2011;0
2011;7
2011;14
2011;21
2011;28
2011;35
2011;42
2011;49
2014;0
2014;7
2014;14
2014;21
2014;28
2014;35
2014;42
2014;49
2017;0
2017;7
2017;14
2017;21
2017;28
2017;35
2017;42
2017;49
2019;0
2019;7
2019;14
2019;21
2019;28
2019;35
2019;42
2019;49
2040;0
2040;7
2040;14
2040;21
2040;28
2040;35
2040;42
2040;49
2044;0
2044;7
2044;14
2044;21
2044;28
2044;35
2044;42
2044;49
2075;0
2075;7
2075;14
2075;21
2075;28
2075;35
2075;42
2075;49
2085;0
2085;7
2085;14
2085;21
2085;28
2085;35
2085;42
2085;49
2091;0
2091;7
2091;14
2091;21
2091;28
2091;35
2091;42
2091;49
2092;0
2092;7
2092;14
2092;21
2092;28
2092;35
2092;42
2092;49
2110;0
2110;7
2110;14
2110;21
2110;28
2110;35
2110;42
2110;49
2121;0
2121;7
2121;14
2121;21
2121;28
2121;35
2121;42
2121;49
2125;0
2125;7
2125;14
2125;21
2125;28
2125;35
2125;42
2125;49
2126;0
2126;7
2126;14
2126;21
2126;28
2126;35
2126;42
2126;49
2129;0
2129;7
2129;14
2129;21
2129;28
2129;35
2129;42
2129;49
2146;0
2146;7
2146;14
2146;21
2146;28
2146;35
2146;42
2146;49
2148;0
2148;7
2148;14
2148;21
2148;28
2148;35
2148;42
2148;49
2151;0
2151;7
2151;14
2151;21
2151;28
2151;35
2151;42
2151;49
2161;0
2161;7
2161;14
2161;21
2161;28
2161;35
2161;42
2161;49
2169;0
2169;7
2169;14
2169;21
2169;28
2169;35
2169;42
2169;49
2171;0
2171;7
2171;14
2171;21
2171;28
2171;35
2171;42
2171;49
2183;0
2183;7
2183;14
2183;21
2183;28
2183;35
2183;42
2183;49
2190;0
2190;7
2190;14
2190;21
2190;28
2190;35
2190;42
2190;49
2192;0
2192;7
2192;14
2192;21
2192;28
2192;35
2192;42
2192;49
2196;0
2196;7
2196;14
2196;21
2196;28
2196;35
2196;42
2196;49
2197;0
2197;7
2197;14
2197;21
2197;28
2197;35
2197;42
2197;49
2206;0
2206;7
2206;14
2206;21
2206;28
2206;35
2206;42
2206;49
2208;0
2208;7
2208;14
2208;21
2208;28
2208;35
2208;42
2208;49
2213;0
2213;7
2213;14
2213;21
2213;28
2213;35
2213;42
2213;49
2216;0
2216;7
2216;14
2216;21
2216;28
2216;35
2216;42
2216;49
2217;0
2217;7
2217;14
2217;21
2217;28
2217;35
2217;42
2217;49
2228;0
2228;7
2228;14
2228;21
2228;28
2228;35
2228;42
2228;49
2232;0
2232;7
2232;14
2232;21
2232;28
2232;35
2232;42
2232;49
2247;0
2247;7
2247;14
2247;21
2247;28
2247;35
2247;42
2247;49
2248;0
2248;7
2248;14
2248;21
2248;28
2248;35
2248;42
2248;49
2256;0
2256;7
2256;14
2256;21
2256;28
2256;35
2256;42
2256;49
2261;0
2261;7
2261;14
2261;21
2261;28
2261;35
2261;42
2261;49
2262;0
2262;7
2262;14
2262;21
2262;28
2262;35
2262;42
2262;49
2267;0
2267;7
2267;14
2267;21
2267;28
2267;35
2267;42
2267;49
2269;0
2269;7
2269;14
2269;21
2269;28
2269;35
2269;42
2269;49
2284;0
2284;7
2284;14
2284;21
2284;28
2284;35
2284;42
2284;49
2289;0
2289;7
2289;14
2289;21
2289;28
2289;35
2289;42
2289;49
2297;0
2297;7
2297;14
2297;21
2297;28
2297;35
2297;42
2297;49
2299;0
2299;7
2299;14
2299;21
2299;28
2299;35
2299;42
2299;49
2301;0
2301;7
2301;14
2301;21
2301;28
2301;35
2301;42
2301;49
2320;0
2320;7
2320;14
2320;21
2320;28
2320;35
2320;42
2320;49
2341;0
2341;7
2341;14
2341;21
2341;28
2341;35
2341;42
2341;49
2342;0
2342;7
2342;14
2342;21
2342;28
2342;35
2342;42
2342;49
2355;0
2355;7
2355;14
2355;21
2355;28
2355;35
2355;42
2355;49
2366;0
2366;7
2366;14
2366;21
2366;28
2366;35
2366;42
2366;49
2380;0
2380;7
2380;14
2380;21
2380;28
2380;35
2380;42
2380;49
2381;0
2381;7
2381;14
2381;21
2381;28
2381;35
2381;42
2381;49
2387;0
2387;7
2387;14
2387;21
2387;28
2387;35
2387;42
2387;49
2388;0
2388;7
2388;14
2388;21
2388;28
2388;35
2388;42
2388;49
2393;0
2393;7
2393;14
2393;21
2393;28
2393;35
2393;42
2393;49
2402;0
2402;7
2402;14
2402;21
2402;28
2402;35
2402;42
2402;49
2404;0
2404;7
2404;14
2404;21
2404;28
2404;35
2404;42
2404;49
2405;0
2405;7
2405;14
2405;21
2405;28
2405;35
2405;42
2405;49
2407;0
2407;7
2407;14
2407;21
2407;28
2407;35
2407;42
2407;49
2421;0
2421;7
2421;14
2421;21
2421;28
2421;35
2421;42
2421;49
2430;0
2430;7
2430;14
2430;21
2430;28
2430;35
2430;42
2430;49
2434;0
2434;7
2434;14
2434;21
2434;28
2434;35
2434;42
2434;49
2437;0
2437;7
2437;14
2437;21
2437;28
2437;35
2437;42
2437;49
2440;0
2440;7
2440;14
2440;21
2440;28
2440;35
2440;42
2440;49
2441;0
2441;7
2441;14
2441;21
2441;28
2441;35
2441;42
2441;49
2448;0
2448;7
2448;14
2448;21
2448;28
2448;35
2448;42
2448;49
2450;0
2450;7
2450;14
2450;21
2450;28
2450;35
2450;42
2450;49
2457;0
2457;7
2457;14
2457;21
2457;28
2457;35
2457;42
2457;49
2458;0
2458;7
2458;14
2458;21
2458;28
2458;35
2458;42
2458;49
2460;0
2460;7
2460;14
2460;21
2460;28
2460;35
2460;42
2460;49
2467;0
2467;7
2467;14
2467;21
2467;28
2467;35
2467;42
2467;49
2469;0
2469;7
2469;14
2469;21
2469;28
2469;35
2469;42
2469;49
2472;0
2472;7
2472;14
2472;21
2472;28
2472;35
2472;42
2472;49
2480;0
2480;7
2480;14
2480;21
2480;28
2480;35
2480;42
2480;49
2493;0
2493;7
2493;14
2493;21
2493;28
2493;35
2493;42
2493;49
2500;0
2500;7
2500;14
2500;21
2500;28
2500;35
2500;42
2500;49
2516;0
2516;7
2516;14
2516;21
2516;28
2516;35
2516;42
2516;49
2528;0
2528;7
2528;14
2528;21
2528;28
2528;35
2528;42
2528;49
2529;0
2529;7
2529;14
2529;21
2529;28
2529;35
2529;42
2529;49
2550;0
2550;7
2550;14
2550;21
2550;28
2550;35
2550;42
2550;49
2554;0
2554;7
2554;14
2554;21
2554;28
2554;35
2554;42
2554;49
2558;0
2558;7
2558;14
2558;21
2558;28
2558;35
2558;42
2558;49
2563;0
2563;7
2563;14
2563;21
2563;28
2563;35
2563;42
2563;49
2570;0
2570;7
2570;14
2570;21
2570;28
2570;35
2570;42
2570;49
2595;0
2595;7
2595;14
2595;21
2595;28
2595;35
2595;42
2595;49
2598;0
2598;7
2598;14
2598;21
2598;28
2598;35
2598;42
2598;49
2600;0
2600;7
2600;14
2600;21
2600;28
2600;35
2600;42
2600;49
2601;0
2601;7
2601;14
2601;21
2601;28
2601;35
2601;42
2601;49
2603;0
2603;7
2603;14
2603;21
2603;28
2603;35
2603;42
2603;49
2608;0
2608;7
2608;14
2608;21
2608;28
2608;35
2608;42
2608;49
2619;0
2619;7
2619;14
2619;21
2619;28
2619;35
2619;42
2619;49
2636;0
2636;7
2636;14
2636;21
2636;28
2636;35
2636;42
2636;49
2653;0
2653;7
2653;14
2653;21
2653;28
2653;35
2653;42
2653;49
2654;0
2654;7
2654;14
2654;21
2654;28
2654;35
2654;42
2654;49
2668;0
2668;7
2668;14
2668;21
2668;28
2668;35
2668;42
2668;49
2669;0
2669;7
2669;14
2669;21
2669;28
2669;35
2669;42
2669;49
2670;0
2670;7
2670;14
2670;21
2670;28
2670;35
2670;42
2670;49
2673;0
2673;7
2673;14
2673;21
2673;28
2673;35
2673;42
2673;49
2677;0
2677;7
2677;14
2677;21
2677;28
2677;35
2677;42
2677;49
2684;0
2684;7
