id;value;description;award_date;student_id;teacher_id
256;-7;Breaking school rules;2023-11-20;4687;32
257;-38;Breaking school rules;2024-07-18;3001;11
258;14;Bravery in difficult situation;2024-10-28;1091;98
259;43;Bravery in difficult situation;2024-03-12;3066;45
260;26;Answering correctly in class;2023-12-31;6384;15
261;-24;Disrespecting a teacher;2024-05-06;6572;62
262;-15;Breaking school rules;2023-05-20;104;74
263;-26;Being late to class;2024-01-11;3946;8
264;0;Breaking school rules;2023-06-11;8729;46
265;-11;Being late to class;2024-06-15;1299;67
266;-19;Using magic in corridors;2023-09-21;6202;75
267;4;Outstanding spell performance;2023-11-13;7979;19
268;-1;Being out after curfew;2023-05-25;2549;34
269;20;Outstanding spell performance;2023-11-28;3468;19
270;-45;Being out after curfew;2024-01-20;9717;93
271;19;Bravery in difficult situation;2023-12-02;8229;90
272;14;Answering correctly in class;2024-06-12;2200;39
273;30;Excellent classwork;2023-07-29;3846;5
274;-27;Breaking school rules;2023-06-27;3563;84
275;41;Bravery in difficult situation;2024-09-08;997;38
276;2;Answering correctly in class;2023-04-16;8102;40
277;-47;Disrespecting a teacher;2023-12-08;5526;89
278;-10;Breaking school rules;2024-04-21;7781;53
279;-4;Using magic in corridors;2024-02-17;7913;87
280;3;Helping another student;2023-08-26;8062;67
281;-41;Using magic in corridors;2023-11-06;6195;87
282;47;Outstanding spell performance;2024-08-21;1612;78
283;47;Outstanding spell performance;2023-07-18;4631;39
284;17;Answering correctly in class;2023-04-13;9342;75
285;5;Answering correctly in class;2023-02-10;2793;95
286;0;Using magic in corridors;2024-10-01;2133;29
287;-26;Disrespecting a teacher;2023-11-08;6854;27
288;46;Answering correctly in class;2023-06-11;3485;64
289;-15;Breaking school rules;2023-09-16;12;69
290;12;Answering correctly in class;2023-02-22;9624;21
291;33;Excellent classwork;2024-09-04;3265;68
292;5;Bravery in difficult situation;2024-12-11;6148;45
293;-10;Being out after curfew;2024-02-14;2117;71
294;-10;Using magic in corridors;2023-08-24;3264;59
295;29;Outstanding spell performance;2023-01-15;1445;85
296;3;Outstanding spell performance;2023-06-08;5306;73
297;-47;Breaking school rules;2023-07-21;1713;30
298;46;Bravery in difficult situation;2023-09-09;4238;64
299;-47;Being late to class;2024-03-04;8277;21
300;-17;Using magic in corridors;2023-06-25;3262;27
301;2;Outstanding spell performance;2023-04-30;3245;48
302;-42;Disrespecting a teacher;2024-07-06;6807;79
303;11;Excellent classwork;2024-07-14;4825;4
304;43;Helping another student;2024-12-07;4648;30
305;-25;Being late to class;2023-10-29;1014;3
306;-36;Being late to class;2024-08-24;9171;72
307;17;Answering correctly in class;2023-11-07;5315;79
308;41;Helping another student;2024-04-15;205;13
309;-50;Breaking school rules;2024-07-01;4031;81
310;25;Answering correctly in class;2023-02-15;4224;75
311;5;Helping another student;2023-08-04;321;97
312;12;Answering correctly in class;2024-03-01;5849;91
313;-26;Being late to class;2023-02-18;517;53
314;44;Outstanding spell performance;2023-09-02;2842;73
315;-16;Being out after curfew;2023-03-06;1836;66
316;-25;Using magic in corridors;2024-05-20;2760;70
317;-32;Disrespecting a teacher;2024-02-03;3066;50
318;-13;Being out after curfew;2024-07-25;9060;29
319;23;Helping another student;2024-02-15;6157;43
320;-13;Disrespecting a teacher;2024-04-17;6252;5
321;-8;Using magic in corridors;2023-09-05;4615;69
322;29;Excellent classwork;2023-02-13;8043;23
323;-9;Breaking school rules;2024-12-11;9372;1
324;14;Bravery in difficult situation;2023-01-09;5464;17
325;27;Excellent classwork;2023-12-25;1567;7
326;44;Outstanding spell performance;2023-01-16;4244;71
327;-6;Disrespecting a teacher;2024-04-04;6049;93
328;-35;Being out after curfew;2023-04-02;121;95
329;-23;Using magic in corridors;2024-11-04;2664;23
330;-17;Using magic in corridors;2024-11-08;3013;6
331;-38;Disrespecting a teacher;2023-06-21;6568;52
332;-27;Breaking school rules;2024-01-09;234;41
333;-31;Using magic in corridors;2024-02-09;2986;38
334;-14;Disrespecting a teacher;2024-07-04;8301;83
335;17;Excellent classwork;2024-08-31;3546;71
336;48;Bravery in difficult situation;2023-10-05;1850;69
337;6;Bravery in difficult situation;2024-03-16;4169;22
338;42;Outstanding spell performance;2024-05-30;8608;37
339;-22;Disrespecting a teacher;2023-08-03;293;90
340;-15;Using magic in corridors;2024-12-13;5898;34
341;33;Outstanding spell performance;2024-07-19;5843;34
342;-44;Breaking school rules;2024-02-14;4833;72
343;-34;Being late to class;2024-11-20;367;40
344;-39;Being out after curfew;2023-02-27;5672;89
345;-22;Being late to class;2024-11-23;1683;77
346;23;Answering correctly in class;2024-12-17;4544;31
347;45;Outstanding spell performance;2024-10-02;6771;77
348;31;Bravery in difficult situation;2024-06-07;8725;79
349;-4;Disrespecting a teacher;2023-04-09;8189;55
350;37;Outstanding spell performance;2023-07-20;7973;89
351;-45;Disrespecting a teacher;2023-02-06;2110;3
352;19;Excellent classwork;2024-02-28;1749;23
353;15;Excellent classwork;2024-02-10;5490;42
354;-48;Disrespecting a teacher;2023-11-09;3127;66
355;14;Outstanding spell performance;2024-08-12;2829;76
356;-19;Disrespecting a teacher;2024-07-23;8033;66
357;23;Outstanding spell performance;2023-12-14;8431;62
358;-33;Being late to class;2024-05-18;7148;18
359;43;Helping another student;2024-06-28;5184;80
360;-31;Using magic in corridors;2024-04-24;1888;3
361;-23;Using magic in corridors;2024-11-23;434;32
362;-47;Using magic in corridors;2024-02-03;2227;7
363;-5;Being late to class;2024-02-07;2327;56
364;-30;Being out after curfew;2024-03-15;4484;40
365;-21;Disrespecting a teacher;2023-02-17;9358;57
366;46;Bravery in difficult situation;2024-08-31;8846;86
367;-18;Being out after curfew;2023-04-25;515;97
368;-47;Using magic in corridors;2024-08-29;2824;96
369;12;Bravery in difficult situation;2024-01-20;4284;43
370;-39;Using magic in corridors;2023-05-15;3707;25
371;24;Helping another student;2023-02-03;802;39
372;17;Answering correctly in class;2023-05-14;7719;70
373;-3;Being out after curfew;2024-07-10;2207;93
374;20;Helping another student;2024-08-07;3857;59
375;-46;Using magic in corridors;2023-03-25;5407;57
376;-25;Breaking school rules;2024-06-21;2316;22
377;-28;Using magic in corridors;2023-04-21;3821;40
378;-40;Disrespecting a teacher;2024-02-14;398;80
379;-28;Breaking school rules;2023-02-09;8234;45
380;21;Helping another student;2023-12-31;343;12
381;15;Answering correctly in class;2023-02-18;8096;78
382;-45;Being late to class;2024-09-22;4915;36
383;-19;Using magic in corridors;2024-04-25;2165;33
384;-10;Being out after curfew;2023-09-18;3107;49
385;-30;Being out after curfew;2024-10-09;2850;30
386;28;Outstanding spell performance;2023-12-02;360;33
387;36;Answering correctly in class;2024-09-10;6922;37
388;-33;Using magic in corridors;2023-02-03;2000;70
389;7;Outstanding spell performance;2023-12-19;6784;93
390;-40;Breaking school rules;2023-05-25;5865;77
391;-6;Breaking school rules;2023-05-20;2370;98
392;24;Answering correctly in class;2024-10-18;8166;98
393;10;Outstanding spell performance;2023-01-11;3249;97
394;2;Outstanding spell performance;2023-06-11;2798;2
395;-34;Using magic in corridors;2023-08-21;8044;75
396;14;Excellent classwork;2023-03-05;3110;99
397;30;Outstanding spell performance;2023-10-12;1600;50
398;11;Bravery in difficult situation;2023-05-07;9779;16
399;-49;Breaking school rules;2024-06-15;7907;89
400;-33;Disrespecting a teacher;2024-10-25;7216;45
401;4;Excellent classwork;2024-07-01;6383;55
402;-15;Disrespecting a teacher;2023-01-04;1144;55
403;-16;Using magic in corridors;2023-09-05;1776;76
404;-15;Using magic in corridors;2023-04-30;9876;15
405;49;Helping another student;2024-08-05;4900;87
406;-26;Being late to class;2024-09-23;109;99
407;13;Helping another student;2023-10-17;8487;2
408;-3;Breaking school rules;2023-06-30;1228;90
409;49;Bravery in difficult situation;2024-12-07;7020;4
410;-6;Disrespecting a teacher;2023-03-15;2953;5
411;20;Outstanding spell performance;2024-05-10;1779;44
412;-22;Disrespecting a teacher;2024-06-30;1900;79
413;-29;Disrespecting a teacher;2023-08-17;242;90
414;8;Helping another student;2024-05-10;2649;71
415;-34;Disrespecting a teacher;2024-12-12;8479;6
416;-8;Disrespecting a teacher;2024-12-16;6036;80
417;-17;Breaking school rules;2023-12-01;8328;69
418;49;Excellent classwork;2024-07-12;1243;29
419;49;Outstanding spell performance;2023-04-29;6173;0
420;-10;Breaking school rules;2024-10-09;2080;44
421;2;Excellent classwork;2023-08-01;2286;64
422;10;Answering correctly in class;2024-04-16;9190;40
423;-41;Using magic in corridors;2024-02-04;5053;51
424;47;Excellent classwork;2024-12-23;5965;99
425;27;Outstanding spell performance;2023-03-24;6489;44
426;16;Bravery in difficult situation;2024-08-10;8273;97
427;-41;Breaking school rules;2024-05-19;4925;66
428;6;Excellent classwork;2023-10-28;1088;24
429;18;Bravery in difficult situation;2023-03-30;3974;93
430;-27;Breaking school rules;2023-10-01;5386;76
431;-9;Being out after curfew;2023-11-20;9655;67
432;-6;Disrespecting a teacher;2023-10-21;2057;34
433;11;Excellent classwork;2024-05-24;7722;37
434;-41;Disrespecting a teacher;2024-11-11;2709;18
435;-7;Being out after curfew;2024-08-23;2602;59
436;44;Excellent classwork;2024-05-17;1553;21
437;-32;Disrespecting a teacher;2023-07-26;8083;77
438;-42;Using magic in corridors;2024-09-24;4699;92
439;-28;Using magic in corridors;2024-09-03;6195;89
440;-20;Disrespecting a teacher;2024-08-26;7003;12
441;-35;Being out after curfew;2023-05-07;6762;24
442;11;Answering correctly in class;2023-04-25;2956;11
443;32;Excellent classwork;2024-08-04;8435;58
444;4;Answering correctly in class;2024-06-13;6836;54
445;1;Outstanding spell performance;2024-06-11;3782;31
446;15;Excellent classwork;2024-08-17;9473;29
447;-37;Being late to class;2023-08-28;6222;82
448;-14;Being out after curfew;2024-10-27;8782;11
449;47;Outstanding spell performance;2023-11-02;2773;44
450;-7;Being out after curfew;2023-09-29;2796;32
451;-44;Disrespecting a teacher;2023-02-21;5477;14
452;4;Helping another student;2024-01-10;2843;52
453;25;Bravery in difficult situation;2023-12-20;2023;1
454;-12;Disrespecting a teacher;2024-09-18;3866;14
455;-29;Disrespecting a teacher;2023-01-24;324;22
456;43;Bravery in difficult situation;2023-05-15;6582;75
457;43;Answering correctly in class;2024-01-01;9820;52
458;-39;Using magic in corridors;2024-02-29;3274;54
459;-9;Being out after curfew;2023-07-17;2485;21
460;-31;Using magic in corridors;2024-07-28;1791;54
461;-32;Using magic in corridors;2024-01-15;435;71
462;50;Answering correctly in class;2023-05-16;2253;69
463;49;Excellent classwork;2023-08-30;3421;7
464;50;Answering correctly in class;2024-01-08;6901;36
465;19;Excellent classwork;2024-09-30;3209;46
466;-47;Being late to class;2024-08-20;5818;23
467;43;Excellent classwork;2023-12-28;2220;99
468;42;Outstanding spell performance;2023-09-24;1633;27
469;-1;Disrespecting a teacher;2023-03-21;9457;97
470;33;Outstanding spell performance;2024-08-06;7968;89
471;20;Excellent classwork;2024-12-15;3724;41
472;38;Helping another student;2023-09-17;9315;35
473;20;Answering correctly in class;2023-11-24;414;82
474;-35;Disrespecting a teacher;2024-07-07;2827;6
475;-9;Breaking school rules;2023-02-12;9756;19
476;32;Answering correctly in class;2024-01-31;1912;75
477;-1;Disrespecting a teacher;2023-05-19;6618;97
478;-10;Using magic in corridors;2024-12-17;7703;17
479;-30;Being late to class;2023-09-28;7044;25
480;-26;Using magic in corridors;2024-05-09;8222;45
481;-45;Being out after curfew;2024-10-02;7476;77
482;-38;Using magic in corridors;2024-06-04;4492;18
483;-42;Disrespecting a teacher;2023-08-12;9092;73
484;-45;Being late to class;2023-07-12;1476;27
485;-22;Being late to class;2024-05-25;4809;35
486;-41;Disrespecting a teacher;2023-07-29;6082;10
487;43;Outstanding spell performance;2023-05-17;1045;87
488;37;Excellent classwork;2024-12-03;9215;92
489;-27;Being out after curfew;2024-02-21;9546;0
490;-41;Being out after curfew;2023-02-08;8423;58
491;32;Excellent classwork;2023-02-09;3993;26
492;-31;Disrespecting a teacher;2024-11-01;5732;10
493;-46;Being late to class;2024-10-01;5317;86
494;3;Helping another student;2024-11-01;6353;14
495;-13;Disrespecting a teacher;2023-11-12;4199;47
496;-9;Being late to class;2024-01-05;4922;60
497;-26;Being out after curfew;2023-05-02;7218;57
498;45;Outstanding spell performance;2024-07-17;365;93
499;32;Excellent classwork;2024-01-01;7337;2
500;47;Outstanding spell performance;2023-10-22;1696;59
501;12;Helping another student;2023-07-23;159;23
502;36;Helping another student;2024-11-06;2659;20
503;-25;Being out after curfew;2023-07-05;9677;23
504;-6;Breaking school rules;2024-02-04;9518;4
505;28;Excellent classwork;2023-09-26;2045;15
506;-39;Breaking school rules;2023-02-02;1272;3
507;-7;Breaking school rules;2024-06-01;7879;57
508;47;Helping another student;2024-01-23;5005;2
509;-32;Using magic in corridors;2024-11-15;7311;1
510;-44;Disrespecting a teacher;2023-01-22;190;51
511;-19;Breaking school rules;2023-03-25;3769;71
512;37;Bravery in difficult situation;2024-06-16;590;57
513;-22;Using magic in corridors;2024-05-21;8957;94
514;-34;Breaking school rules;2024-11-27;3197;19
515;39;Excellent classwork;2023-02-16;778;81
516;-36;Disrespecting a teacher;2023-11-08;2236;32
517;-29;Breaking school rules;2023-10-25;2274;55
518;20;Outstanding spell performance;2024-11-28;7886;5
519;46;Answering correctly in class;2024-09-19;9915;23
520;2;Excellent classwork;2024-12-07;2021;27
521;43;Outstanding spell performance;2024-07-21;9174;66
522;18;Outstanding spell performance;2024-09-23;7998;59
523;-12;Being late to class;2024-09-20;5953;66
524;29;Outstanding spell performance;2024-07-03;2031;64
525;13;Outstanding spell performance;2024-03-02;6267;96
526;-29;Being out after curfew;2024-04-25;4519;5
527;-32;Disrespecting a teacher;2023-08-01;9686;66
528;48;Helping another student;2023-11-11;3131;26
529;-6;Being out after curfew;2024-06-21;393;21
530;-36;Disrespecting a teacher;2023-12-29;9793;48
531;-42;Being out after curfew;2024-06-11;4913;76
532;12;Answering correctly in class;2023-08-05;7510;11
533;-28;Being out after curfew;2023-07-05;1763;34
534;-22;Breaking school rules;2024-05-14;1150;55
535;-8;Being late to class;2024-11-03;1974;54
536;-41;Disrespecting a teacher;2024-03-02;5275;44
537;-49;Being late to class;2023-04-26;185;75
538;-1;Using magic in corridors;2023-07-23;9264;11
539;33;Excellent classwork;2024-11-01;7808;52
540;28;Excellent classwork;2024-04-29;7314;12
541;-46;Breaking school rules;2023-03-02;6859;72
542;-2;Being out after curfew;2024-04-17;6973;80
543;-9;Disrespecting a teacher;2024-03-03;3479;70
544;33;Excellent classwork;2023-12-30;747;9
545;12;Bravery in difficult situation;2023-01-16;7386;69
546;-45;Breaking school rules;2024-07-04;3267;77
547;25;Outstanding spell performance;2023-11-12;2924;69
548;23;Outstanding spell performance;2024-04-09;1792;90
549;5;Bravery in difficult situation;2024-11-18;1583;16
550;-45;Breaking school rules;2023-01-22;3339;94
551;-16;Disrespecting a teacher;2024-12-12;4383;2
552;5;Bravery in difficult situation;2024-08-29;3329;92
553;-23;Being late to class;2024-07-05;6477;9
554;10;Answering correctly in class;2024-06-02;1237;18
